DATE,OPEN,HIGH,LOW,CLOSE,X,Mkt.RF,SMB,HML,RMW,CMA,RF,dVIX,dVIX_t1
2021-06-10,18.18,18.29,16.01,16.1,20210610,0.4,-1.29,-2.03,-0.58,-1.07,0,-1.7899999999999991,0.8200000000000003
2021-06-11,16.18,16.2,15.15,15.65,20210611,0.37,0.72,0.18,0.03,-0.03,0,-0.45000000000000107,-1.7899999999999991
2021-06-14,16.04,17.04,15.04,16.39,20210614,0.15,-0.74,-1.62,-0.58,-0.47,0,0.7400000000000002,-0.45000000000000107
2021-06-15,16.27,17.35,16.14,17.02,20210615,-0.3,0.22,1.31,0.66,0.12,0,0.629999999999999,0.7400000000000002
2021-06-16,16.99,19.11,16.42,18.15,20210616,-0.45,0.45,0.19,-0.34,-0.26,0,1.129999999999999,0.629999999999999
2021-06-17,18.49,19.22,16.71,17.75,20210617,0.01,-1.33,-3.57,-0.7,-1.13,0,-0.3999999999999986,1.129999999999999
2021-06-18,16.96,21.04,16.92,20.7,20210618,-1.22,-0.8,-1.45,-0.44,-0.71,0,2.9499999999999993,-0.3999999999999986
2021-06-21,21.74,21.82,17.81,17.89,20210621,1.34,0.83,1.07,0.4,0.33,0,-2.8099999999999987,2.9499999999999993
2021-06-22,17.91,18.32,15.76,16.66,20210622,0.58,-0.1,-0.47,0.18,0.2,0,-1.2300000000000004,-2.8099999999999987
2021-06-23,16.25,16.84,14.86,16.32,20210623,0.01,0.5,-0.29,-0.47,-0.23,0,-0.33999999999999986,-1.2300000000000004
2021-06-24,15.99,16.05,14.19,15.97,20210624,0.69,0.73,0.24,-0.37,0.26,0,-0.34999999999999964,-0.33999999999999986
2021-06-25,16.04,16.17,15.21,15.62,20210625,0.31,-0.48,0.45,-0.16,0.03,0,-0.3500000000000014,-0.34999999999999964
2021-06-28,16.07,16.46,15.39,15.76,20210628,0.22,-0.84,-1.6,-0.48,-0.13,0,0.14000000000000057,-0.3500000000000014
